epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
1,498.566,1.29957,3.93701,1.33507,0.1365,0.26468,0.20886,0.15201,1.17388,3.83499,1.17761,0.000827092,0.000275697,0.000827092,0.000275697,0.000827092,0.000275697,0.000827092,0.000275697
2,1373.69,1.08718,3.1895,1.16377,0.71725,0.6191,0.69627,0.47451,1.12631,2.16588,1.15807,0.00149574,0.000498581,0.00149574,0.000498581,0.00149574,0.000498581,0.00149574,0.000498581
